means	Presynaptic Neuron	Postsynaptic Neuron	g	tau_d	tau_r	tau_f	U
214	CA3 Mossy Fiber-Associated (-)03330p	DG Basket CCK+ (-)2232	1.852434195	5.71398826	592.9473823	51.7772553	0.205747533
215	CA1 LMR Projecting (-)3300p	DG Basket CCK+ (-)2232	1.31114248	6.899860126	594.5456958	23.56855015	0.170969106
216	CA1 Perforant Path-Associated (-)3200p	DG Basket CCK+ (-)2232	1.409327678	6.520770009	586.9051773	27.5184587	0.176677698
217	CA1 Neurogliaform Projecting (-)3000p	DG Basket CCK+ (-)2232	1.179987488	7.950480343	565.8839861	28.33656823	0.184303272
218	CA1 Back-Projection (-)1133p	DG Basket CCK+ (-)2232	1.322574176	7.112201859	611.0468974	22.86826851	0.180653365
219	CA3 Interneuron Specific Quad (-)03333p	DG Basket CCK+ (-)2232	1.402420031	6.678991541	601.5540227	22.98961929	0.18675696
220	DG Granule (+)2201p	DG Total Molecular Layer (-)3303	1.539720283	4.770183069	341.8837584	68.41581679	0.166253292
221	DG Semilunar Granule (+)2311p	DG Total Molecular Layer (-)3303	1.644691263	5.015379673	378.0478331	66.89343605	0.178087861
222	DG Mossy (+)0103	DG Total Molecular Layer (-)3303	1.851228744	4.416985849	220.1016473	71.58650536	0.220390429
223	DG Hilar Ectopic Granule (+)2203p	DG Total Molecular Layer (-)3303	1.558577299	4.395902173	354.9243862	43.0352729	0.175880588
224	DG Mossy MOLDEN (+)2323	DG Total Molecular Layer (-)3303	1.834248829	4.395918553	219.5155121	71.365106	0.220176242
225	CA3c Pyramidal (+)03223p	DG Total Molecular Layer (-)3303	1.619127204	4.803892328	313.0627903	37.27281558	0.185039755
226	CA2 Pyramidal (+)2333p	DG Total Molecular Layer (-)3303	1.7687076	3.877213425	269.9218959	72.07331526	0.20817226
227	MEC LV Pyramidal (+)331131p	DG Total Molecular Layer (-)3303	1.592023236	4.767584771	348.9738645	41.36839737	0.208419137
228	MEC LII Stellate (+)331111p	DG Total Molecular Layer (-)3303	1.39118254	4.570262483	313.7993626	52.14823532	0.18701707
229	EC LI-II Pyramidal-Fan (+)331000p	DG Total Molecular Layer (-)3303	1.51928808	4.898663893	388.2187456	48.3580728	0.193675572
230	EC LII-III Pyramidal-Tripolar (+)333000p	DG Total Molecular Layer (-)3303	1.493981611	4.672421472	541.1720379	37.2583535	0.185544588
231	EC LIV-V Pyramidal-Horizontal (+)220233p	DG Total Molecular Layer (-)3303	1.546291401	4.704091956	357.1959209	52.54690948	0.201612545
232	DG Basket (-)2232	DG Total Molecular Layer (-)3303	1.929368128	5.898956607	449.9436631	9.033860437	0.272664652
233	DG Basket CCK+ (-)2232	DG Total Molecular Layer (-)3303	1.390400286	7.129756859	653.0347347	16.38671322	0.216145318
234	DG Total Molecular Layer (-)3303	DG Total Molecular Layer (-)3303	1.414372325	5.988751224	561.017469	36.42327989	0.13984693
235	DG MOLAX (-)3302	DG Total Molecular Layer (-)3303	1.314890297	6.356241782	557.1596237	36.21413019	0.142037514
236	DG Outer Molecular Layer (-)3222	DG Total Molecular Layer (-)3303	1.650097961	6.328278225	555.5035889	24.58440937	0.195589368
237	DG Neurogliaform (-)3000p	DG Total Molecular Layer (-)3303	1.313700366	7.282447934	576.1465387	35.14773594	0.174362982
238	DG MOPP (-)3000	DG Total Molecular Layer (-)3303	1.240720155	7.413221996	567.9998936	37.90496474	0.171190753
239	DG HICAP (-)2322	DG Total Molecular Layer (-)3303	0.915382929	7.404310692	704.316956	55.19499715	0.104155484
240	DG HIPP (-)1002	DG Total Molecular Layer (-)3303	1.66550801	6.840841689	570.8804279	26.32262232	0.200730361
241	DG HIPROM (-)1333p	DG Total Molecular Layer (-)3303	1.697321408	6.596478736	566.4532981	32.17531673	0.197425203
242	DG AIPRIM (-)2333	DG Total Molecular Layer (-)3303	1.892139065	6.123398237	489.7007009	29.18525074	0.189565815
243	DG MOCAP (-)0331	DG Total Molecular Layer (-)3303	1.706962041	6.122784752	560.7105679	30.78046628	0.18962044
244	CA3 Spiny Lucidum (-)01320p	DG Total Molecular Layer (-)3303	1.731725826	6.698957356	564.0415721	23.7320775	0.195129049
245	CA3 Mossy Fiber-Associated ORDEN (-)02332p	DG Total Molecular Layer (-)3303	1.804496088	5.720553888	568.2629353	29.72398802	0.200055743
246	CA3 Mossy Fiber-Associated (-)03330p	DG Total Molecular Layer (-)3303	2.24136378	5.335873333	562.9780149	60.66623075	0.212075812
247	CA1 LMR Projecting (-)3300p	DG Total Molecular Layer (-)3303	1.641006165	6.443352677	552.9912056	25.99154129	0.181692945
248	CA1 Perforant Path-Associated (-)3200p	DG Total Molecular Layer (-)3303	1.790521178	6.091760947	541.7876837	31.0830718	0.186084655
249	CA1 Neurogliaform Projecting (-)3000p	DG Total Molecular Layer (-)3303	1.413731753	7.636243505	525.4934932	33.71601727	0.192286973
250	CA1 Back-Projection (-)1133p	DG Total Molecular Layer (-)3303	1.709649942	6.604561031	562.2080748	26.12307788	0.19054669
251	CA3 Interneuron Specific Quad (-)03333p	DG Total Molecular Layer (-)3303	1.786548572	6.211123829	552.1292682	26.29548725	0.194829213
252	DG Granule (+)2201p	DG MOLAX (-)3302	1.532772347	4.808895611	364.0127802	62.60039207	0.163520464
253	DG Semilunar Granule (+)2311p	DG MOLAX (-)3302	1.632705409	5.014180603	395.9135649	61.17639456	0.175722147
254	DG Mossy (+)0103	DG MOLAX (-)3302	1.747308229	4.514198313	224.0896811	68.99376724	0.219003434
255	DG Hilar Ectopic Granule (+)2203p	DG MOLAX (-)3302	1.516030871	4.403339363	374.1501871	39.98252153	0.175393589
256	DG Mossy MOLDEN (+)2323	DG MOLAX (-)3302	1.730071941	4.487573343	223.7045066	68.65112324	0.218808504
257	CA3c Pyramidal (+)03223p	DG MOLAX (-)3302	1.52428095	4.870746586	324.1719431	34.61328864	0.185940585
258	CA2 Pyramidal (+)2333p	DG MOLAX (-)3302	1.72079876	3.880273788	280.9415052	66.38104773	0.208862565
259	MEC LV Pyramidal (+)331131p	DG MOLAX (-)3302	1.512994884	4.810367636	367.8846505	38.73927157	0.208696576
260	MEC LII Stellate (+)331111p	DG MOLAX (-)3302	1.358190356	4.578641556	330.0387417	47.86109909	0.189928442
261	EC LI-II Pyramidal-Fan (+)331000p	DG MOLAX (-)3302	1.472543407	4.892183938	414.0348062	43.69088062	0.195889726
262	EC LII-III Pyramidal-Tripolar (+)333000p	DG MOLAX (-)3302	1.447107312	4.664983408	585.1087652	33.70105999	0.18802588
263	EC LIV-V Pyramidal-Horizontal (+)220233p	DG MOLAX (-)3302	1.505500767	4.706377184	376.4106964	47.77972944	0.203185104
264	DG Basket (-)2232	DG MOLAX (-)3302	1.752791879	6.067990873	487.913131	8.531507384	0.276130325
265	DG Basket CCK+ (-)2232	DG MOLAX (-)3302	1.258740493	7.333861335	692.9083576	14.81864343	0.210928793
266	DG Total Molecular Layer (-)3303	DG MOLAX (-)3302	1.33096063	6.063375801	595.1839865	31.29072256	0.141561718
267	DG MOLAX (-)3302	DG MOLAX (-)3302	1.181435446	6.532582877	590.9085998	31.15375042	0.135128022
268	DG Outer Molecular Layer (-)3222	DG MOLAX (-)3302	1.507665301	6.491864489	588.4270021	21.30161971	0.191106641
269	DG Neurogliaform (-)3000p	DG MOLAX (-)3302	1.22895512	7.374589575	612.2148523	29.55293886	0.176234757
270	DG MOPP (-)3000	DG MOLAX (-)3302	1.166839096	7.499264252	602.0449659	31.81730031	0.172871731
271	DG HICAP (-)2322	DG MOLAX (-)3302	0.853636645	7.518085772	742.054201	44.94959149	0.101962873
272	DG HIPP (-)1002	DG MOLAX (-)3302	1.552532637	6.996513718	602.1826939	23.12754868	0.19692505
273	DG HIPROM (-)1333p	DG MOLAX (-)3302	1.610799672	6.670050351	603.926099	27.41124631	0.200496149
274	DG AIPRIM (-)2333	DG MOLAX (-)3302	1.8171189	6.190528755	513.0535888	25.06765802	0.192708034
275	DG MOCAP (-)0331	DG MOLAX (-)3302	1.624855967	6.213641065	592.0269541	26.28151026	0.193945431
276	CA3 Spiny Lucidum (-)01320p	DG MOLAX (-)3302	1.639223133	6.797780252	596.5422265	20.74654866	0.197397092
277	CA3 Mossy Fiber-Associated ORDEN (-)02332p	DG MOLAX (-)3302	1.705760235	5.820693379	605.8494968	24.64062943	0.202761864
278	CA3 Mossy Fiber-Associated (-)03330p	DG MOLAX (-)3302	2.149972679	5.422951276	584.9557688	49.64831891	0.214069644
279	CA1 LMR Projecting (-)3300p	DG MOLAX (-)3302	1.573028812	6.518145978	582.6559251	22.54236246	0.18580631
280	CA1 Perforant Path-Associated (-)3200p	DG MOLAX (-)3302	1.702167966	6.163005401	570.6689625	26.52105868	0.189726775
281	CA1 Neurogliaform Projecting (-)3000p	DG MOLAX (-)3302	1.353988039	7.733034158	549.7902174	28.74042372	0.195480759
282	CA1 Back-Projection (-)1133p	DG MOLAX (-)3302	1.600267571	6.739989697	601.2043625	22.45710864	0.193562158
283	CA3 Interneuron Specific Quad (-)03333p	DG MOLAX (-)3302	1.682364803	6.311130472	587.4334086	22.66681049	0.198213116
284	DG Granule (+)2201p	DG Outer Molecular Layer (-)3222	1.476468052	4.894373702	367.0574723	58.45604647	0.180357363
285	DG Semilunar Granule (+)2311p	DG Outer Molecular Layer (-)3222	1.562051011	5.123229668	401.7043533	58.54971909	0.189651534
286	DG Mossy (+)0103	DG Outer Molecular Layer (-)3222	1.714163683	4.545150798	235.3920902	63.14002745	0.230614628
287	DG Hilar Ectopic Granule (+)2203p	DG Outer Molecular Layer (-)3222	1.477202328	4.489960868	378.9826692	36.43861357	0.189199674
288	DG Mossy MOLDEN (+)2323	DG Outer Molecular Layer (-)3222	1.699836499	4.51358178	235.4417116	62.93203766	0.230355486
289	CA3c Pyramidal (+)03223p	DG Outer Molecular Layer (-)3222	1.550295967	4.917969479	328.5318113	30.33209645	0.199922834
290	CA2 Pyramidal (+)2333p	DG Outer Molecular Layer (-)3222	1.683822494	3.952687693	283.6998271	64.22218251	0.221936278
291	MEC LV Pyramidal (+)331131p	DG Outer Molecular Layer (-)3222	1.488867788	4.865109367	371.6714728	35.95518762	0.221502563
292	MEC LII Stellate (+)331111p	DG Outer Molecular Layer (-)3222	1.301320123	4.692438829	333.2362005	45.28492225	0.200746268
293	EC LI-II Pyramidal-Fan (+)331000p	DG Outer Molecular Layer (-)3222	1.418679501	5.014390652	416.7875104	41.81386708	0.206995103
294	EC LII-III Pyramidal-Tripolar (+)333000p	DG Outer Molecular Layer (-)3222	1.370203083	4.772717994	597.177056	32.27002436	0.196126691
295	EC LIV-V Pyramidal-Horizontal (+)220233p	DG Outer Molecular Layer (-)3222	1.446572543	4.818811603	379.9561062	45.97897354	0.214966859
296	DG Basket (-)2232	DG Outer Molecular Layer (-)3222	1.679468133	6.117844576	486.8393222	8.146709975	0.279581015
297	DG Basket CCK+ (-)2232	DG Outer Molecular Layer (-)3222	1.23256245	7.442892057	701.2653083	13.73386006	0.220714495
298	DG Total Molecular Layer (-)3303	DG Outer Molecular Layer (-)3222	1.493529326	6.1625428	600.390876	23.35933928	0.187420589
299	DG MOLAX (-)3302	DG Outer Molecular Layer (-)3222	1.342786574	6.586699177	596.412832	23.8814002	0.180067917
300	DG Outer Molecular Layer (-)3222	DG Outer Molecular Layer (-)3222	1.471539686	6.574947041	593.702356	19.8865267	0.19904337
301	DG Neurogliaform (-)3000p	DG Outer Molecular Layer (-)3222	1.217664747	7.515824222	615.6950224	27.54732967	0.186942787
302	DG MOPP (-)3000	DG Outer Molecular Layer (-)3222	1.15630034	7.639746879	604.5113594	29.81173359	0.183575436
303	DG HICAP (-)2322	DG Outer Molecular Layer (-)3222	0.850931337	7.66813007	746.6759999	42.94024685	0.109583626
304	DG HIPP (-)1002	DG Outer Molecular Layer (-)3222	1.509536725	7.11175945	609.8347993	21.72148395	0.204513858
305	DG HIPROM (-)1333p	DG Outer Molecular Layer (-)3222	1.550247064	6.792170545	608.2240148	25.73217431	0.20727111
306	DG AIPRIM (-)2333	DG Outer Molecular Layer (-)3222	1.764665741	6.303942932	518.3626657	23.65004761	0.199995794
307	DG MOCAP (-)0331	DG Outer Molecular Layer (-)3222	1.584807534	6.326287786	596.1978633	24.53808916	0.203304808
308	CA3 Spiny Lucidum (-)01320p	DG Outer Molecular Layer (-)3222	1.595292082	6.911857704	601.344645	19.06804133	0.205658973
309	CA3 Mossy Fiber-Associated ORDEN (-)02332p	DG Outer Molecular Layer (-)3222	1.685279594	5.902909364	615.684913	23.53901232	0.214239853
310	CA3 Mossy Fiber-Associated (-)03330p	DG Outer Molecular Layer (-)3222	2.092851225	5.481263052	585.9609921	50.32093059	0.220239969
311	CA1 LMR Projecting (-)3300p	DG Outer Molecular Layer (-)3222	1.535274483	6.618391868	587.6643891	21.19205659	0.193081249
312	CA1 Perforant Path-Associated (-)3200p	DG Outer Molecular Layer (-)3222	1.665121032	6.245428521	576.1981954	24.6602467	0.198135254
313	CA1 Neurogliaform Projecting (-)3000p	DG Outer Molecular Layer (-)3222	1.312544209	7.920581543	553.9487002	27.52010626	0.202752788
314	CA1 Back-Projection (-)1133p	DG Outer Molecular Layer (-)3222	1.566783181	6.834865601	606.8199217	20.67419914	0.203024548
315	CA3 Interneuron Specific Quad (-)03333p	DG Outer Molecular Layer (-)3222	1.638869365	6.4090908	591.2759528	20.92902324	0.207853724
316	MEC LV Pyramidal (+)331131p	DG Neurogliaform (-)3000p	1.586923356	4.680052919	375.7022672	39.72265244	0.223532835
317	MEC LII Stellate (+)331111p	DG Neurogliaform (-)3000p	1.38488898	4.513081779	338.8014189	49.2929988	0.202810012
318	EC LI-II Pyramidal-Fan (+)331000p	DG Neurogliaform (-)3000p	1.517470208	4.828878898	416.6750863	46.42351858	0.209335026
319	EC LII-III Pyramidal-Tripolar (+)333000p	DG Neurogliaform (-)3000p	1.483123143	4.587926867	582.5440683	35.72573404	0.198999491
320	EC LIV-V Pyramidal-Horizontal (+)220233p	DG Neurogliaform (-)3000p	1.505951153	4.761781382	378.0369956	49.51249852	0.217581002
321	DG Total Molecular Layer (-)3303	DG Neurogliaform (-)3000p	1.617263291	5.999572079	581.5604742	26.2733889	0.189943267
322	DG MOLAX (-)3302	DG Neurogliaform (-)3000p	1.504679869	6.368411633	580.4645224	26.25389029	0.190744055
323	DG Outer Molecular Layer (-)3222	DG Neurogliaform (-)3000p	1.622701961	6.395190909	579.000688	22.27836921	0.209627313
324	DG Neurogliaform (-)3000p	DG Neurogliaform (-)3000p	1.307786769	7.387290186	595.7327885	31.28874628	0.190563743
325	DG MOPP (-)3000	DG Neurogliaform (-)3000p	1.238008955	7.516022164	586.187932	33.92156383	0.187048309
326	DG HIPP (-)1002	DG Neurogliaform (-)3000p	1.595442079	7.035204052	603.9557316	24.66694123	0.21364755
327	DG HIPROM (-)1333p	DG Neurogliaform (-)3000p	1.643128965	6.685915428	589.6705672	29.67267208	0.210742671
328	CA3 Spiny Lucidum (-)01320p	DG Neurogliaform (-)3000p	1.690204502	6.811031076	586.6739802	21.55750886	0.209052357
329	CA1 LMR Projecting (-)3300p	DG Neurogliaform (-)3000p	1.620294644	6.535888303	573.804081	23.80003381	0.196046201
330	CA1 Perforant Path-Associated (-)3200p	DG Neurogliaform (-)3000p	1.76303807	6.142971728	562.9863265	28.12972189	0.201087438
331	CA1 Neurogliaform Projecting (-)3000p	DG Neurogliaform (-)3000p	1.387560085	7.757583305	543.6417952	31.12267375	0.205072785
332	MEC LV Pyramidal (+)331131p	DG MOPP (-)3000	1.735829384	4.626690025	360.8626258	34.66323696	0.239978658
333	MEC LII Stellate (+)331111p	DG MOPP (-)3000	1.486401007	4.475062297	330.5244247	45.52217241	0.216435703
334	EC LI-II Pyramidal-Fan (+)331000p	DG MOPP (-)3000	1.646625536	4.752507947	402.0818854	41.57434047	0.223488729
335	EC LII-III Pyramidal-Tripolar (+)333000p	DG MOPP (-)3000	1.611260604	4.520674229	560.5667598	32.55306861	0.212066065
336	EC LIV-V Pyramidal-Horizontal (+)220233p	DG MOPP (-)3000	1.618416795	4.728692467	366.786798	45.05112055	0.230097239
337	DG Total Molecular Layer (-)3303	DG MOPP (-)3000	1.678251949	5.972487611	574.2881041	25.03085495	0.194595712
338	DG MOLAX (-)3302	DG MOPP (-)3000	1.554264185	6.352752586	573.6130729	25.06537987	0.195327844
339	DG Outer Molecular Layer (-)3222	DG MOPP (-)3000	1.68066063	6.374734835	571.3832621	21.20951475	0.214763967
340	DG Neurogliaform (-)3000p	DG MOPP (-)3000	1.358265611	7.337927234	588.087949	29.68780238	0.195611788
341	DG MOPP (-)3000	DG MOPP (-)3000	1.284482986	7.47791829	579.1306379	32.26683533	0.191811754
342	DG HIPP (-)1002	DG MOPP (-)3000	1.651985676	7.006733699	595.4603987	23.39908596	0.219009424
343	DG HIPROM (-)1333p	DG MOPP (-)3000	1.705473243	6.656976992	582.7945528	28.17942625	0.216206996
344	CA3 Spiny Lucidum (-)01320p	DG MOPP (-)3000	1.751586882	6.782761888	579.1573214	20.56931724	0.213914813
345	CA1 LMR Projecting (-)3300p	DG MOPP (-)3000	1.672834552	6.517626775	566.7877197	22.81824517	0.200606429
346	CA1 Perforant Path-Associated (-)3200p	DG MOPP (-)3000	1.827855418	6.128911925	555.1360355	26.65278479	0.205999608
347	CA1 Neurogliaform Projecting (-)3000p	DG MOPP (-)3000	1.441392507	7.704917087	535.8241589	29.42518647	0.210622152
348	DG Granule (+)2201p	DG HICAP (-)2322	1.260558278	4.738406476	433.6006398	101.1933856	0.139068435
349	DG Semilunar Granule (+)2311p	DG HICAP (-)2322	1.370400147	4.962523707	451.2461333	99.71246156	0.154371294
350	DG Mossy (+)0103	DG HICAP (-)2322	1.41984146	4.338204884	337.1430233	94.75156141	0.186626389
351	DG Hilar Ectopic Granule (+)2203p	DG HICAP (-)2322	1.380832442	4.010490703	456.256536	60.0304748	0.153748195
352	DG Mossy MOLDEN (+)2323	DG HICAP (-)2322	1.409699489	4.300731273	338.3525458	93.46669958	0.186648699
353	CA3c Pyramidal (+)03223p	DG HICAP (-)2322	1.274858132	4.832603811	385.6517458	60.84250194	0.158232344
354	CA2 Pyramidal (+)2333p	DG HICAP (-)2322	1.447666549	3.839052263	326.6721683	101.6988913	0.179499347
355	MEC LV Pyramidal (+)331131p	DG HICAP (-)2322	1.211947276	4.776470826	421.1073695	71.7864236	0.175668644
356	MEC LII Stellate (+)331111p	DG HICAP (-)2322	1.097843309	4.584768144	395.5262135	73.53287258	0.158271862
357	EC LI-II Pyramidal-Fan (+)331000p	DG HICAP (-)2322	1.186021528	4.874248558	459.9682117	79.1221616	0.16501451
358	EC LII-III Pyramidal-Tripolar (+)333000p	DG HICAP (-)2322	1.156343155	4.650778489	591.7097704	59.60534198	0.158216612
359	EC LIV-V Pyramidal-Horizontal (+)220233p	DG HICAP (-)2322	1.200925462	4.695827534	426.3934399	83.79851702	0.171006197
360	DG Basket (-)2232	DG HICAP (-)2322	1.399481217	6.113200744	522.3739068	12.71382675	0.240871372
361	DG Basket CCK+ (-)2232	DG HICAP (-)2322	1.04398742	7.073552955	673.8002811	30.44049005	0.170634321
362	DG Total Molecular Layer (-)3303	DG HICAP (-)2322	1.128587417	6.148912398	616.5069163	64.53294862	0.131959587
363	DG MOLAX (-)3302	DG HICAP (-)2322	1.090289638	6.394677322	607.152112	58.5417892	0.133934945
364	DG Outer Molecular Layer (-)3222	DG HICAP (-)2322	1.196875189	6.333150653	604.4244605	50.33870885	0.149310196
365	DG Neurogliaform (-)3000p	DG HICAP (-)2322	0.934355428	7.216500771	619.7334874	78.27530701	0.129547154
366	DG MOPP (-)3000	DG HICAP (-)2322	0.893689652	7.321686117	612.1048231	84.27273294	0.126025042
367	DG HICAP (-)2322	DG HICAP (-)2322	0.496310914	7.541237797	691.7180512	171.718348	0.050720529
368	DG HIPP (-)1002	DG HICAP (-)2322	1.151341925	7.062322	619.3812172	55.68426128	0.147221865
369	DG HIPROM (-)1333p	DG HICAP (-)2322	1.107784298	6.897798467	618.0140265	73.3997301	0.144510847
370	DG AIPRIM (-)2333	DG HICAP (-)2322	1.256695971	6.455967225	564.4354784	63.22385234	0.140679985
371	DG MOCAP (-)0331	DG HICAP (-)2322	1.20460149	6.263414073	608.5429459	67.00332342	0.144654431
372	CA3 Spiny Lucidum (-)01320p	DG HICAP (-)2322	1.200399751	6.716751525	613.0347957	56.59441517	0.146159874
373	CA3 Mossy Fiber-Associated ORDEN (-)02332p	DG HICAP (-)2322	1.317248793	5.821438337	595.8320058	63.17600343	0.163681977
374	CA3 Mossy Fiber-Associated (-)03330p	DG HICAP (-)2322	1.649685224	5.497580073	590.5882703	124.57435	0.173506327
375	CA1 LMR Projecting (-)3300p	DG HICAP (-)2322	1.18763251	6.522126228	606.6638002	56.29894862	0.138910189
376	CA1 Perforant Path-Associated (-)3200p	DG HICAP (-)2322	1.230670149	6.213430647	596.4586021	70.47899398	0.140789148
377	CA1 Neurogliaform Projecting (-)3000p	DG HICAP (-)2322	1.04016645	7.481482154	581.9053482	73.10932247	0.147853093
378	CA1 Back-Projection (-)1133p	DG HICAP (-)2322	1.215268735	6.613089682	598.8073135	58.03387443	0.150572639
379	CA3 Interneuron Specific Quad (-)03333p	DG HICAP (-)2322	1.25783631	6.291863684	591.7456121	58.41577066	0.153512561
380	DG Granule (+)2201p	DG HIPP (-)1002	1.304728983	5.181440177	462.8138103	48.98626599	0.150318338
381	DG Semilunar Granule (+)2311p	DG HIPP (-)1002	1.421042027	5.312855869	470.2108622	48.71632661	0.167925969
382	DG Mossy (+)0103	DG HIPP (-)1002	1.376196902	4.823503897	358.4310379	54.87162031	0.180653473
383	DG Hilar Ectopic Granule (+)2203p	DG HIPP (-)1002	1.39528829	4.37711387	473.2137952	30.84393489	0.166039996
384	DG Mossy MOLDEN (+)2323	DG HIPP (-)1002	1.374844484	4.710931223	361.9621413	54.27817215	0.179386259
385	CA3c Pyramidal (+)03223p	DG HIPP (-)1002	1.386279044	5.13980597	384.877654	25.46662563	0.172345763
386	CA2 Pyramidal (+)2333p	DG HIPP (-)1002	1.460236486	4.155849133	357.7404527	51.54800402	0.186342501
387	DG Basket (-)2232	DG HIPP (-)1002	1.407775522	6.544162634	534.1822172	8.384811928	0.240478572
388	DG Basket CCK+ (-)2232	DG HIPP (-)1002	1.120406525	7.938408518	781.7977609	14.25547991	0.188699688
389	DG Total Molecular Layer (-)3303	DG HIPP (-)1002	1.285416879	6.528484711	642.2633585	21.93741211	0.153735478
390	DG HIPROM (-)1333p	DG HIPP (-)1002	1.260508449	7.574151112	691.0811736	26.18880605	0.157706181
391	DG AIPRIM (-)2333	DG HIPP (-)1002	1.399298627	7.092672472	568.8320853	22.16812913	0.155190009
392	DG MOCAP (-)0331	DG HIPP (-)1002	1.404422308	6.76492431	669.2872924	24.08369758	0.173267486
393	CA3 Mossy Fiber-Associated ORDEN (-)02332p	DG HIPP (-)1002	1.490754793	6.428708429	728.0787517	23.99071378	0.177314758
